Pai;Pwh;Pwi;Pwb;wiv;wro;wpc;wpg;wpo;wrg;ro_w;ro_a;x1;x2;x3;estado;GOR;u1;w_inj
10045944,318947358;7211650,569905296;1.0037e+07;1.49555e+07;0.99991;1.73388;2,7470797914609304;1,018156226858648;1,7289235646022825;0.0173388;189,26019110733984;112,4015453781781;2396,79791915202;1209,913445376657;2054,5450802720998;1;0,01;0,2;1,0
10062710,736251948;7561902,335111838;1.00499e+07;1.49689e+07;1.19991;1.44933;2,6595891448684497;1,215378317862798;1,4442108270056517;0.0144933;166,2255430621497;112,58914060622821;2400,7981119493743;1310,2270887568338;1556,9178087249102;1;0,01;0,2;1,2
10078173,496882858;7852791,891996682;1.00608e+07;1.49801e+07;1.39991;1.15979;2,566801050471068;1,4126138368451517;1,154187213625916;0.0115979;147,13410443352586;112,76214954750303;2404,4872735978824;1396,6785996535355;1141,1672031085789;1;0,01;0,2;1,4000000000000001
10092181,797661452;8098071,51278305;1.00695e+07;1.49888e+07;1.59991;0.869495;2,472768960814442;1,6099725773958427;0,8627963834185992;0.00869495;131,05891970743136;112,91888490314966;2407,8294249269184;1471,8156042013925;788,7570249290018;1;0,01;0,2;1,6
10104763,731357537;8307567,007569142;1.00761e+07;1.4995e+07;1.79992;0.581457;2,379769956917781;1,807712134284722;0,572057822633059;0.00581457;117,35459467402355;113,05966099610673;2410,8312684116377;1537,61028232168;486,58299818913673;1;0,01;0,2;1,8
10116242,51784087;8490666,62953336;1.00809e+07;1.49986e+07;1.99992;0.303522;2,2886045208469894;2,0079991334358858;0,2806053874111034;0.00303522;105,47370817659079;113,18809425223769;2413,5699190236815;1596,2057301543155;223,0598210126549;1;0,01;0,2;2,0
9918427,1079252;3884029,6149142017;9.91807e+06;1.48341e+07;0.200097;3.34936;3,585333962394109;0,23328180012032187;3,352052162273787;0.0334936;407,8209384267944;110,97478736259042;2366,374399338404;457,69128558269017;6576,617047279365;1;0,01;0,30000000000000004;0,2
9891526,932544718;4820981,848587341;9.89008e+06;1.48109e+07;0.400094;3.57551;4,013247383647604;0,43557095817366265;3,5776764254739413;0.0357551;341,26329954554853;110,67380806311256;2359,9564576965054;638,8581663598147;5247,429283601906;1;0,01;0,30000000000000004;0,4
9896446,995140549;5477414,531831198;9.89319e+06;1.48173e+07;0.600091;3.51432;4,151124506450812;0,6349880044486574;3,516136502002155;0.0351432;296,1918260304133;110,72885740656609;2361,1303041182446;781,4923152954347;4327,378842739436;1;0,01;0,30000000000000004;0,6000000000000001
9913533,191941764;5986682,711369981;9.90776e+06;1.48344e+07;0.800089;3.34588;4,180762230368844;0,8333296591388074;3,3474325712300357;0.0334588;262,05791406747267;110,92003056700956;2365,20679107051;900,9704164400542;3619,1412181619753;1;0,01;0,30000000000000004;0,8
9935891,049725492;6402033,06609636;9.92689e+06;1.48555e+07;1.00009;3.12526;4,1577534906303395;1,0311439414520414;3,1266095491782986;0.0312526;234,7265350789768;111,17018701686135;2370,541010065898;1004,0945887194022;3044,5911605197107;1;0,01;0,30000000000000004;1,0
9960332,50409454;6751155,409034349;9.94741e+06;1.48776e+07;1.20008;2.87631;4,1057446014190555;1,2287615339672897;2,8769830674517656;0.0287631;212,07166175672407;111,44365630507845;2376,372341109839;1094,7380102625718;2563,1846633840823;1;0,01;0,30000000000000004;1,2
9985172,310578844;7050270,289166252;9.96763e+06;1.48991e+07;1.39992;2.61172;4,03674706081683;1,4262146217754217;2,610532439041408;0.0261172;192,86191207773842;111,72158265496522;2382,2987124497067;1175,3080101923433;2151,274878007422;1;0,01;0,30000000000000004;1,4000000000000001
10009737,161583388;7310061,6904417025;9.98688e+06;1.49193e+07;1.59992;2.33535;3,9577421777140165;1,6234341142879367;2,3343080634260795;0.0233535;176,31669907137913;111,99643259711428;2388,159483911572;1247,476853695354;1793,7255678501663;1;0,01;0,30000000000000004;1,6
