Pai;Pwh;Pwi;Pwb;wiv;wro;wpc;wpg;wpo;wrg;wrh;wtg;wto;ro_w;ro_a;ro_r;Prh;Pm;x1;x2;x3;x4;x5;estado;GOR;u1;w_inj
10913544,610417522;10845224,295694964;10881285.250475839;14909625.46572736;0.19847084264142248;4.132621739908472;4,402684200826053;0,23398174968866967;4,168702451137072;0.04132621739908473;4,43510672618668;0,23398145749757188;4,2011252686872895;819,3678348238427;122,10890691982883;424,6238905625809;2000463,5903534237;4083243,773562883;2603,7931509819796;750,9420636509848;13381,941869220214;128,68940513231175;2312,688734792324;1;0,01;0,1;0,2
11578353,587784225;11415053,964628845;11455632.264006913;14920973.963663395;0.39872490424820467;4.053182254356227;4,514207810593117;0,4345809015115008;4,0796269090812425;0.04053182254356227;4,523267298012108;0,43458063639288574;4,088686661615845;704,2035362746748;129,547287430891;233,06469575788103;2000878,0259260223;3144060,3586184285;2762,4056938148924;1169,2722433057468;10977,197779436996;128,71606568617568;1211,2910937263912;1;0,01;0,1;0,4
12190976,1566498;11884300,803495225;1.19271e+07;1.49583e+07;0.599902;3.79201;4,431439508878505;0,6374497185122067;3,7939897903658797;0.0379201;4,4318306885514;0,6374496957868093;3,794380992759639;615,4704126006415;136,40176733718891;155,67634764673144;2001261,6639296135;2764854,1491368315;2908,5674135760896;1527,074304043007;9088,880503691531;128,7407450388549;766,3215453671162;1;0,01;0,1;0,6000000000000001
12757032,789376799;12264576,263274346;1.23088e+07;1.50041e+07;0.799903;3.47101;4,307189118514528;0,8342291723255111;3,47295994618856;0.0347101;4,307462080639679;0,8342291479208036;3,473232932712397;546,8792418256858;142,735232690969;115,63675423845463;2001604,5270120509;2568802,8065516707;3043,619262995899;1826,9840323594956;7605,874473345311;128,76280134936886;536,0915562223782;1;0,01;0,1;0,8
13304691,534889495;12588015,39058991;1.26331e+07;1.50517e+07;0.999903;3.13841;4,171220443553227;1,0308967658814105;3,1403236776713235;0.0313841;4,171428069693755;1,0308967403241438;3,1405313293616066;490,3530339631988;148,86284871004;90,63538804079171;2001919,8695472896;2446486,447887373;3174,2816775958418;2090,3200325127723;6367,544946557407;128,78308726882696;392,3257339357683;1;0,01;0,1;1,0
13843234,1029543;12868128,372696111;1.29137e+07;1.50993e+07;1.1999;2.80471;4,034148723432882;1,2275583528664489;2,8065903705659045;0.0280471;4,034314810940135;1,2275583266965304;2,8067564842340738;442,79463716866184;154,88846611150447;73,62391905046246;2002210,6533044805;2363335,9762469986;3302,7691214370357;2324,0446859598806;5313,508250869673;128,80179332722037;294,49946347968887;1;0,01;0,1;1,2
14378129,159509167;13114193,901208796;1.31599e+07;1.51465e+07;1.3999;2.47417;3,9002484119408254;1,4242564139658789;2,475991997974384;0.0247417;3,900385460274624;1,424256387712712;2,4761290725508567;402,1744950007644;160,87327242368906;61,35767927641884;2002479,39734979;2303438,8142006244;3430,3863287211134;2533,1582489083007;4403,757281622477;128,81908157554966;223,95734064480754;1;0,01;0,1;1,4000000000000001
14912615,42703853;13332867,68127067;1.33785e+07;1.51931e+07;1.5999;2.14859;3,771353994759836;1,6210098451354302;2,15034414962381;0.0214859;3,7714690646734925;1,6210098193472202;2,1504592453136904;367,0791459598364;166,85350489823912;52,13488923849117;2002728,3032751295;2258449,9349899287;3557,9060056332723;2721,4474156595743;3610,1252230725854;128,83509364176288;170,91483033357179;1;0,01;0,1;1,6
15448594,878225641;13529107,486530643;1.35743e+07;1.52388e+07;1.7999;1.82874;3,6482292262045934;1,8178267374824146;1,8304024887215498;0.0182874;3,6483265407338132;1,8178267127088674;1,8304998280108373;336,47994316848553;172,850444229341;44,97745388267788;2002959,324149949;2223573,735444484;3685,78193173119;2891,8877513809684;2911,8938719990624;128,84995516640998;129,7482422952443;1;0,01;0,1;1,8
15987153,942611018;13706732,19813602;1.37512e+07;1.52836e+07;1.99991;1.51487;3,5311298084133775;2,014709905211432;1,5164199032012842;0.0151487;3,5312119871447902;2,014709881976539;1,516502105152617;309,6030030117755;178,87624620398913;39,28362077447446;2003174,2130313653;2195860,3729301626;3814,273311324521;3046,8837469856135;2293,3103891126257;128,86377892328932;96,99768376743653;1;0,01;0,1;2,0
10493866,526232291;10403069,774273438;1.04598e+07;1.46594e+07;0.199902;5.884;6,14551670995487;0,25825117441806106;5,8872655355363905;0.05884;6,149508589362065;0,2582511229944357;5,891257466365622;852,8981035748213;117,41323434529706;533,0448246294765;2000709,4423234842;4615294,307131066;2503,664827854436;618,2055947695436;14093,0259084544;128,70522073821945;2936,0398663227033;1;0,01;0,2;0,2
11017671,634272909;10821023,978622848;1.08879e+07;1.46372e+07;0.399903;6.03951;6,501700652350106;0,45992874263124967;6,041771909718361;0.0603951;6,502859572001829;0,4599287005739562;6,0429308714243;760,3363630417042;123,27395801163077;316,6032086170078;2001335,652370609;3554274,3906370327;2628,636154902813;927,7291936791264;12186,949113311128;128,74550469981764;1691,5669405643637;1;0,01;0,2;0,4
11546456,633277731;11195445,156059945;1.12679e+07;1.46617e+07;0.599903;5.86821;6,528507384129542;0,6582272827231876;5,870280101405804;0.0586821;6,529148984641509;0,6582272393223952;5,8709217453140035;687,4405726495551;129,19040042599053;222,18190053263868;2001918,6885322994;3091720,910644892;2754,7956024425703;1195,498460700459;10661,835219100907;128,7830112943792;1148,6534380034511;1;0,01;0,2;0,6000000000000001
12073247,440451724;11523405,371362174;1.15996e+07;1.46999e+07;0.799903;5.60102;6,458549211171809;0,8555578517543612;5,6029913594168494;0.0560102;6,458978639368041;0,855557806595559;5,60342083276584;627,3043261530394;135,08453032930612;169,14581101899964;2002466,4166858455;2832126,6197340386;2880,4792684451445;1433,324656977676;9386,747666235888;128,81824653214807;843,6868212691395;1;0,01;0,2;0,8
12601044,631687772;11812968,563117824;1.18919e+07;1.47434e+07;0.999904;5.29643;6,350836121937713;1,0525147321605113;5,298321389776563;0.0529643;6,351151477142971;1,052514685740375;5,298636791394428;576,3561643795439;140,98992041088147;135,2331109669795;2002982,784674344;2666301,193967378;3006,403041216104;1647,5556798624957;8293,736166091108;128,85146437704645;648,6722883994782;1;0,01;0,2;1,0
13132298,381335642;12071357,375523398;1.21524e+07;1.47891e+07;1.1999;4.97601;6,227139008893594;1,2493155177866182;4,977823491106297;0.0497601;6,2273834616545605;1,249315470759488;4,978067990885379;532,403137886889;146,93398505552858;111,7372542813184;2003470,66920768;2551541,9014575467;3133,151492259793;1842,3666404206351;7340,800471416876;128,88284988722071;513,551304385611;1;0,01;0,2;1,2
13668340,36403334;12304182,733798185;1.23869e+07;1.48358e+07;1.3999;4.64937;6,097161279444905;1,44605750567487;4,65110377376932;0.0464937;6,097357021845271;1,4460574587831525;4,651299563050901;493,9757502258166;152,93162403598163;94,54110360204491;2003932,4443268972;2467656,5574949277;3261,0423373528492;2020,7630474329214;6499,588431943082;128,91255578423556;414,652205380247;1;0,01;0,2;1,4000000000000001
14209710,904049376;12515751,068499139;1.25997e+07;1.48827e+07;1.5999;4.32131;5,96573953454055;1,642789046020186;4,322950488519611;0.0432131;5,96589932886806;1,6427890000227772;4,323110328832542;460,0316269798291;158,98888290464052;81,44296583441425;2004370,1692881067;2403847,9167059087;3390,2044890236843;2185,0283774714862;5749,83715328688;128,9407145396067;339,3162084878176;1;0,01;0,2;1,6
14756472,207186108;12709407,819794202;1.27943e+07;1.49294e+07;1.7999;3.99438;5,835455234580638;1,8395352399823033;3,995919994597547;0.0399438;5,835587208402562;1,8395351955540393;3,9960520128342596;429,80022191915776;165,10645766658885;71,15835965054943;2004785,6749697586;2353817,429055704;3520,652788558783;2336,9632700822103;5076,455212486938;128,96744393336257;280,15806121327535;1;0,01;0,2;1,8
15308422,548512598;12887798,281056779;1.29733e+07;1.49757e+07;1.99991;3.67;5,70773785674654;2,0363111982801563;3,671426658465562;0.0367;5,707847101217452;2,036311156154413;3,6715359450472533;402,6932681794856;171,2820912722892;62,88733686296437;2005180,6166640304;2313643,003976871;3652,3391076907205;2478,0289823081384;4467,834618687145;128,99285045010345;232,57834916352368;1;0,01;0,2;2,0
10050503,617094763;9926852,91299836;1.00149e+07;1.43559e+07;0.200094;8.00899;8,290921929877275;0,2799325054629504;8,010989424413777;0.0800899;8,296569322454735;0,279932468219569;8,016636854232992;879,6097567571006;112,45255821887146;663,5627191561607;2001037,3256443616;5255812,46310533;2397,88569308004;512,2623347115328;14659,705699818189;128,72631340379957;3686,432355295848;1;0,01;0,30000000000000004;0,2
10432526,197608644;10186233,94579499;1.02955e+07;1.42728e+07;0.399904;8.59048;9,079078181449912;0,4853250749904741;8,593753106458783;0.0859048;9,081646681354034;0,48532496762061605;8,59632171372965;803,9690969228365;116,72691282962863;419,1510410432073;2001967,698952618;4057903,5552695496;2489,0300292394404;741,2798774741335;13125,99858955105;128,78616412448645;2281,125787776688;1;0,01;0,30000000000000004;0,4
10883584,337501934;10466475,015722658;1.0588e+07;1.42688e+07;0.599904;8.61872;9,306860358659355;0,6857114409488649;8,621148917709762;0.0861872;9,308015460480576;0,6857113511734111;8,622304109301842;742,6318883422125;121,77368895835643;304,19026062614614;2002848,1895388172;3494901,417910064;2596,645120144712;943,764577117556;11865,537712672603;128,84280590007734;1620,1013048204197;1;0,01;0,30000000000000004;0,6000000000000001
11364089,780003354;10730765,39958495;1.08609e+07;1.42908e+07;0.799904;8.46421;9,350535409515857;0,8842002978633894;8,466335111651683;0.0846421;9,351244745700466;0,8842002120585651;8,467044533635042;690,8972144703604;127,14994355275006;237,0993994633043;2003688,1484513218;3166660,7028188296;2711,2858555663174;1126,8847468457893;10790,070894637112;128,89684028156125;1234,307877361756;1;0,01;0,30000000000000004;0,8
11864522,259143779;10974741,059068881;1.11114e+07;1.43244e+07;0.999905;8.22952;9,31332124347032;1,0818740218153766;8,231447221654108;0.0822952;9,313813314626229;1,0818739379642972;8,231939376653541;646,189669866526;132,7491567503291;193,07982142032867;2004492,8112022055;2951549,3352689175;2830,6808558369876;1294,7442808347655;9851,072304468933;128,9486040683368;981,165230204186;1;0,01;0,30000000000000004;1,0
12380760,472972834;11199515,881712962;1.13414e+07;1.43637e+07;1.1999;7.95433;9,23524530422836;1,2791396968371638;7,956105607390315;0.0795433;9,2356092911631;1,2791396149440157;7,956469676209167;606,9219702801497;138,52521633968917;161,99476320839852;2005265,3849599625;2799849,6984971575;2953,8468457537906;1449,95419089335;9018,552623415468;128,99830357688373;802,39176294827;1;0,01;0,30000000000000004;1,2
12910178,53176698;11407207,198080728;1.15535e+07;1.44061e+07;1.39991;7.65723;9,135055359665134;1,476186220455394;7,658869139208815;0.0765723;9,135334926313014;1,4761861410965655;7,6591487852050095;572,0168111795035;144,44874190087688;138,89851132645785;2006008,2965194471;2687305,494575723;3080,157330999669;1594,3755917240583;8272,06882611066;129,04609492240834;669,5519038176357;1;0,01;0,30000000000000004;1,4000000000000001
13450748,917872109;11599921,787957445;1.17499e+07;1.44503e+07;1.59991;7.34801;9,022625971549854;1,6731122936216314;7,349513677927254;0.0734801;9,022845765867764;1,6731122174863198;7,349733548368484;540,6997285021139;150,49704804858976;121,08421460817063;2006723,5639243387;2600641,6365774157;3209,1285790413594;1729,4187714957918;7596,852264147478;129,09210792523925;567,0824625697851;1;0,01;0,30000000000000004;1,6
14000794,15057969;11779523,205206998;1.19327e+07;1.44954e+07;1.79991;7.03225;8,903588533037194;1,8699742918724387;7,033614241163747;0.0703225;8,903763641485233;1,869974219696943;7,033789421773809;512,3909873015683;156,65136587290806;106,94395481123404;2007412,9488780703;2531973,047227173;3340,3603704326897;1856,196364170328;6981,790732722754;129,13645591539048;485,7385882732863;1;0,01;0,30000000000000004;1,8
14558897,998866383;11947603,871661777;1.21036e+07;1.4541e+07;1.99991;6.7133;8,781341907904539;2,066804991844395;6,714536916059097;0.067133;8,781482728938634;2,0668049241039075;6,714677804818727;486,64346146247965;162,89584952096007;95,46198556917396;2008078,025871646;2476319,0650884444;3473,5148156271903;1975,610785174791;6418,269551876207;129,17924017953962;419,68013853700995;1;0,01;0,30000000000000004;2,0
9593084,437995097;9421057,311244842;9.55582e+06;1.39906e+07;0.200001;10.5657;10,843986399426697;0,30964487511639877;10,534341524309596;0.105657;10,798160008785846;0,3096467945371553;10,488513214246284;895,57753015153;107,33461002166436;780,9419936612617;2001493,0719633694;5832013,550871858;2288,7529623143987;441,0928337071744;15006,295687762184;128,75563146935556;4361,276027719112;1;0,01;0,4;0,2
9829042,302571204;9507773,333515082;9.68349e+06;1.38276e+07;0.400093;11.707;12,227245982474066;0,5167257895938691;11,710520192879345;0.11707;12,231871917782378;0,5167256340279119;11,715146283750455;833,4841187789453;109,97468324728003;530,4646723253147;2002820,5212980004;4604749,739053669;2345,048647505179;607,5481441218848;13768,820819796216;128,84102600792187;2921,0694566582483;1;0,01;0,4;0,4
10195108,137004085;9678801,504029596;9.87961e+06;1.37768e+07;0.599906;12.0625;12,787631468693544;0,7198073490586095;12,067824119633984;0.120625;12,791379917393805;0,7198070324547857;12,071572884933435;781,404169383663;114,07050183775209;398,47725942260064;2004106,1163798454;3958637,073847702;2432,38596517143;758,6715002083014;12719,395323021577;128,92372807114435;2162,12416639027;1;0,01;0,4;0,6000000000000001
10624339,680499887;9867457,257083507;1.00861e+07;1.37699e+07;0.799906;12.1107;13,034163532279662;0,9205942321562762;12,11356930012236;0.121107;13,035606955755243;0,920594037473426;12,115012918274681;736,6697736537649;118,87306566671674;317,71261720398445;2005348,4513835292;3563728,838769073;2534,793587354324;897,44907801234;11809,015546806002;129,0036472225701;1697,6873507624698;1;0,01;0,4;0,8
11093045,754948827;10055124,14519252;1.02875e+07;1.37843e+07;0.999906;12.0098;13,131698079410155;1,1196737988041738;12,012024280604887;0.120098;13,13253634762219;1,1196736379288106;12,012862709684708;697,5790240243387;124,11730009839825;263,32285404034866;2006549,5078864363;3298148,1069543464;2646,619186647596;1025,9257267959865;11006,28125221132;129,0809109366585;1384,895749078722;1;0,01;0,4;1,0
11590099,73140147;10236212,117293436;1.04798e+07;1.38102e+07;1.19991;11.8288;13,148499729356166;1,31791331299654;11,830586416358475;0.118288;13,149054359245214;1,3179131711333445;11,831141188101665;662,8540327825448;129,67871207877818;224,12544019908518;2007714,3241922383;3107049,608368751;2765,2081314639618;1145,9889425327924;10287,263269235267;129,15584332643303;1159,4550013862486;1;0,01;0,4;1,2
12108728,806067113;10409100,19512809;1.06622e+07;1.38428e+07;1.39991;11.6003;13,11752465542689;1,5156650629783053;11,60185959244738;0.116003;13,117916344081928;1,5156649352083629;11,602251408861838;631,6554249677918;135,481522408963;194,53143164078722;2008845,8573382674;2963022,5295363287;2888,9445416514914;1258,8774734727547;9636,244872350704;129,22863461748784;989,2312431506643;1;0,01;0,4;1,4000000000000001
12644265,068342617;10573589,679742748;1.0835e+07;1.38797e+07;1.59991;11.3423;13,056707186215963;1,7131136534087434;11,343593532805965;0.113423;13,056995161580783;1,7131135373669788;11,343881624200554;603,3798253890712;141,4735030107531;171,40483778928626;2009946,3425215061;2850687,0718779555;3016,714730127598;1365,5109210012727;9041,899130057389;129,29942859957822;856,1939300093115;1;0,01;0,4;1,6
13193277,182882449;10730019,022842538;1.09986e+07;1.39193e+07;1.79991;11.0651;12,97662341431426;1,910366426148067;11,06625698816489;0.110651;12,976841219257755;1,9103663203185066;11,066474898924481;577,5735294221103;147,61626153562415;152,84447049572688;2011017,6316803384;2760719,759461879;3147,7000364304104;1466,6082970227017;8495,68129636411;129,36834440751375;749,4120477702284;1;0,01;0,4;1,8
13753154,017993508;10878918,31862476;1.1154e+07;1.39607e+07;1.99991;10.7754;12,883886973845405;2,107490353313036;10,77639662053102;0.107754;12,884055203448328;2,1074902565985876;10,77656494683346;553,8844472831053;153,8805826875152;137,62892978627332;2012061,3361408308;2687131,236742501;3281,277487267428;1562,7508392839911;7990,937105224589;129,4354856975639;661,8630447649138;1;0,01;0,4;2,0
9168081,843666878;8939736,776935402;9.12906e+06;1.36448e+07;0.200072;12.9864;13,337379747525711;0,327136223096347;13,010243524428512;0.129864;13,368769571391061;0,3271337684877924;13,041635802900728;908,3786226852746;102,57936284175433;915,3798247678069;2001952,4572752987;6491890,497761391;2187,354298198886;384,3057697670234;15283,88267489221;128,78518363056648;5134,197761006189;1;0,01;0,5;0,2
9219057,045780828;8795334,121374171;9.0639e+06;1.33231e+07;0.400051;15.2382;15,780949757012328;0,5536961957769329;15,227253561234319;0.152382;15,768493374494852;0,5536973869503108;15,214795987540247;850,656406933023;103,14971156275651;638,5192675642578;2003894,0936622005;5135831,101064885;2199,5161472472264;514,8070206396407;14157,758529266703;128,91008869398206;3542,261073358953;1;0,01;0,5;0,4
9493473,350905221;8838422,906946408;9.15445e+06;1.32045e+07;0.600089;16.0684;16,82804603797714;0,760938105572966;16,06710793240296;0.160684;16,827092723421945;0,7609382802033768;16,06615444321267;804,7596559389275;106,22008661099996;496,2589840158997;2005705,711304837;4439856,027902825;2264,9873870054466;627,6733920764731;13253,241049344633;129,02662967872294;2724,2179998508254;1;0,01;0,5;0,6000000000000001
9868482,208409172;8940462,488026218;9.28883e+06;1.3172e+07;0.800017;16.2959;17,36686422860638;0,9484576153343401;16,41840661327073;0.162959;17,45448414288782;0,9484457964352137;16,506038346445262;768,5177212347003;110,41596643828821;413,3363542808385;2007370,7287911898;4034785,546538703;2354,458363629695;723,9395212559667;12531,855120597147;129,1337399060157;2247,346628262674;1;0,01;0,5;0,8
10299083,20354573;9053704,974700697;9.43144e+06;1.31375e+07;0.99991;16.5377;17,709028013188696;1,1644324814135951;16,544595531773695;0.165377;17,712711795853217;1,16443175942693;16,548280036417278;730,3798598253716;115,23385271737348;341,95603037582293;2009174,8684419498;3686469,1974353613;2457,192714563888;828,3621689779513;11769,610740268525;129,24979983310035;1836,828878097292;1;0,01;0,5;1,0
10774134,372817801;9179540,566919293;9.57978e+06;1.31398e+07;1.19991;16.5215;17,88875542638173;1,3648135838813449;16,523941842498903;0.165215;17,889773654933123;1,3648133012739783;16,524960353648595;699,0554242061693;120,54908081983872;294,91255267522877;2010852,1661259087;3457398,236997906;2570,5321496486067;919,9340646274293;11137,738635050704;129,3577000429414;1566,2441614933064;1;0,01;0,5;1,2
11279540,871572917;9307314,214609232;9.7267e+06;1.31548e+07;1.39991;16.4163;17,981666286123623;1,5638657033183845;16,417800582803682;0.164163;17,982205275093385;1,5638655057182147;16,41833976936309;670,8480087456082;126,20394707239019;258,9158153441052;2012488,9901424462;3282471,0644052825;2691,113869602744;1006,3418596364202;10564,794620523047;129,46299659020687;1359,1753624629837;1;0,01;0,5;1,4000000000000001
11807685,73498115;9434078,950637564;9.87018e+06;1.3178e+07;1.59991;16.2543;18,017721911668207;1,762291355629609;16,25543055603698;0.162543;18,018068639719708;1,7622911951777194;16,255777444528388;645,1626200828592;132,11322717049336;230,40455216919986;2014090,4680245745;3144224,7964144996;2817,120591264558;1088,426004403979;10039,675490351941;129,56601932802496;1195,1466252190157;1;0,01;0,5;1,6
12353251,991418647;9558421,485848285;1.00094e+07;1.32066e+07;1.79991;16.0537;18,014888853155696;1,9603117030673365;16,05457715008668;0.160537;18,015133584319194;1,9603115644950546;16,054822019809023;621,6061234093099;138,2174308553654;207,25783744512486;2015658,9995370763;3032258,6922054137;2947,2837722133813;1166,7040642606812;9555,082684903702;129,66692263276317;1061,9635176521508;1;0,01;0,5;1,8
12912380,317202805;9679667,759986507;1.0144e+07;1.32392e+07;1.99991;15.8258;17,984659773446307;2,1580514051214985;15,82660836832307;0.158258;17,984842583692412;2,1580512813661903;15,826791302309589;599,8779270835827;144,47337712457713;188,09384753881878;2017196,4456569182;2939796,7678348245;3080,6826409738687;1241,578896483893;9105,428585432148;129,76582622068125;951,681115041121;1;0,01;0,5;2,0
8766226,457551567;8471063,837323528;8725789.927368155;13281476.74999038;0.19893388807326404;15.529662750067342;15,866361257817218;0,3561452244344336;15,510216033381772;0.15529662750067344;15,83700703545953;0,3561481409318999;15,480858894524866;912,0816784972882;98,08310395520094;996,980824388266;2002518,78497274;6892709,728597185;2091,4781791739565;353,00231107806115;15379,058372353371;128,82161537311111;5603,3268686906495;0;0,01;0,6;0,2
8651988,957908379;8107584,477885393;8.48676e+06;1.28259e+07;0.399938;18.719;19,309864690189816;0,5867061433822309;18,723158546806282;0.18719;19,314289398056584;0,5867053998687313;18,727583998183302;859,4319024026738;96,80492929163944;738,5257201819429;2005051,1683582256;5627519,825850656;2064,2229811815187;450,4066116457985;14373,523262871451;128,9845230676158;4117,174463972623;1;0,01;0,6;0,4
8821403,848487038;7993566,572064936;8.45659e+06;1.26086e+07;0.600058;20.2395;21,03547021407763;0,8031531723868743;20,232317041689257;0.202395;21,028631823041433;0,8031543729549878;20,225477450080227;815,5717795503592;98,70046991047337;588,1027384074935;2007519,151458918;4892163,0833476735;2104,6426017090234;537,106274253901;13530,301316609753;129,1432879052446;3252,1576739309244;1;0,01;0,6;0,6000000000000001
9132527,154542482;7980896,580240469;8.50606e+06;1.24962e+07;0.800086;21.0263;22,034911037106852;1,0105540180258532;21,024357019079357;0.210263;22,033422689146995;1,0105543801141146;21,022868309025064;778,3222848873557;102,1815503637891;490,3187379675677;2009901,1454755117;4414914,555206431;2178,871531203182;615,6864250005777;12809,222446416134;129,29652108304515;2689,7946206882957;1;0,01;0,6;0,8
9530477,081616564;8019002,965464806;8.59257e+06;1.24451e+07;1.00007;21.3842;22,660205932505622;1,2071324225800197;21,453073509923843;0.213842;22,70620667547468;1,207122255202469;21,499084420262882;746,9522439556114;106,63411205098437;423,48737868840357;2012174,4318139106;4089380,0242805304;2273,8158716111725;686,3344205560114;12197,487617066354;129,44276111860225;2305,4009955387487;1;0,01;0,6;1,0
9977979,69746855;8071644,888962983;8.6883e+06;1.24051e+07;1.19992;21.6645;23,088074261935798;1,4157762712364408;21,67229799069749;0.216645;23,092324722421708;1,4157750774115068;21,676549644999277;716,3212515365916;111,64110631509266;367,6403894963134;2014504,8116670847;3817780,922146502;2380,5826726640294;757,6465245784495;11597,836173607027;129,59267396804546;1984,1584130951956;1;0,01;0,6;1,2
10468016,338162692;8142047,418714011;8.79479e+06;1.2393e+07;1.39991;21.7491;23,367961065969297;1,6172259382511112;21,75073512771622;0.217491;23,368694455882327;1,6172256435237153;21,751468812346147;689,6763887419531;117,12400308986813;326,05964809588545;2016748,3429415894;3616070,9168519075;2497,497396002555;823,2791503418216;11072,619051992822;129,73699986655419;1744,9453127987872;1;0,01;0,6;1,4000000000000001
10986983,912233708;8220330,778126719;8.90475e+06;1.2395e+07;1.59991;21.7353;23,553409078950033;1,8171518604123893;21,736257218535588;0.217353;23,553783930449068;1,8171516612364604;21,736632269198616;665,4937045183208;122,93060080479904;292,8033164082732;2018947,2149512377;3455147,4819338177;2621,3145666088835;885,5911758944867;10593,191471261756;129,87845284387816;1553,5963394705716;1;0,01;0,6;1,6
11527323,414427495;8302758,898606521;9.01549e+06;1.24064e+07;1.79991;21.6552;23,672347086537357;2,0163737762803318;21,65597331025489;0.216552;23,672598380522533;2,016373610616641;21,656224769890386;643,3082100069707;128,97632365047343;265,4886441516675;2021107,9428981293;3323329,7424620586;2750,2307295275937;945,1499066841388;10150,965755515743;130,01745202160834;1396,4114339540997;1;0,01;0,6;1,8
12083849,041403469;8387238,0511864815;9.12561e+06;1.24247e+07;1.99991;21.5272;23,74288650512655;2,2151051397341193;21,52778136539022;0.215272;23,743072915338622;2,215104992234009;21,527967923087594;622,8313507131159;135,20314897705344;242,64425283661927;2023232,9224728297;3213402,982636447;2883,0086369439223;1002,2664069940465;9740,653701987661;130,1541515140186;1264,9307408334666;1;0,01;0,6;2,0
8912479,419638243;8570819,872617103;8851480.332018644;13437964.111281775;0.2334042797661602;14.434251221027575;14,864578170658167;0,3737612379864434;14,490816932670747;0.14434251221027578;15,069438521890183;0,3737558797792641;14,69568264210802;916,6009333022782;99,71949157917642;1168,5378833995678;2003535,5327299314;7735213,850804811;2126,371742593179;329,4300819152385;15480,581066383696;128,88702254406567;6589,630017149103;0;0,01;0,7000000000000001;0,2
8177979,154634215;7511171,97183987;8.00314e+06;1.23874e+07;0.399971;21.7882;22,39528762961206;0,6188458852718006;21,77644174433875;0.217882;22,38300722244177;0,6188486811323798;21,764158541304592;860,9748969464038;91,50135277151956;811,8642585172303;2006170,9701722169;5988365,158199231;1951,1319989826227;410,3630350651017;14440,181214423648;129,0565596845298;4538,762885669953;1;0,01;0,7000000000000001;0,4
8247382,894497386;7236349,9677289715;7.85727e+06;1.207e+07;0.599987;24.0097;24,836479493025106;0,8412124669729143;23,995267026050428;0.240097;24,82267837097643;0,8412157727004399;23,981462598269484;817,2201328176903;92,27789376836036;663,383989530765;2009288,2157428125;5263186,684391215;1967,6905955668856;477,42658983755854;13618,412658234814;129,25709144130144;3684,873969980244;1;0,01;0,7000000000000001;0,6000000000000001
8496469,626135513;7101975,476472301;7.82312e+06;1.1886e+07;0.800077;25.2981;26,348532378598776;1,0532859224434195;25,295246456153397;0.252981;26,346238901871452;1,0532865985349766;25,292952303328338;779,8241022961738;95,06486258686236;563,1858010788993;2012324,9610154366;4774751,315307437;2027,118613593288;537,6979551087777;12913,11504657167;129,45244463071054;3108,588405233646;1;0,01;0,7000000000000001;0,8
8851451,926176148;7037417,427348299;7.84155e+06;1.17701e+07;1.00009;26.1092;27,369329502356777;1,2612724177646977;26,108057084589955;0.261092;27,368614165882278;1,2612727131260673;26,107341452746482;746,7835798734316;99,03667029748208;489,29063702657396;2015308,7139764796;4415279,2885918245;2111,8115813283853;593,5965683281441;12287,316263201692;129,6443888357788;2683,535679115263;1;0,01;0,7000000000000001;1,0
9277464,643583657;7015725,552343086;7.89033e+06;1.16992e+07;1.19995;26.6058;28,084706404793764;1,4649565448913286;26,619749859900164;0.266058;28,093281140281846;1,4649539033866743;26,628327236883884;717,5646368032762;103,80321949057571;433,0416540375731;2018225,3240044764;4142294,6370587726;2213,451244280609;645,6063046530945;11731,322951367636;129,8320137499816;2359,944118354684;1;0,01;0,7000000000000001;1,2
9750719,130041815;7017579,6171191195;7.9544e+06;1.16527e+07;1.39991;26.9308;28,601550693467395;1,6690804378286417;26,932470255636353;0.269308;28,60244021787403;1,6690800518019635;26,933360166059227;690,7912376499355;109,09834496073218;387,5231028435765;2021110,9887491607;3921911,8081969037;2326,3620202474744;695,3226686232742;11219,805029365896;130,0176479605693;2098,0492437647317;1;0,01;0,7000000000000001;1,4000000000000001
10259303,261015225;7037393,51957093;8.02937e+06;1.16276e+07;1.59991;27.1066;28,97832395053554;1,8709022651211435;27,10742168541187;0.271066;28,978696987046725;1,8709020388182456;27,10779494821411;666,6206144091226;114,78876494129963;350,7577420677933;2023941,4495633503;3744408,1744058765;2447,701871249011;742,349564819965;10755,870612115477;130,19973091383318;1886,484452256092;1;0,01;0,7000000000000001;1,6
10793086,352729436;7068632,457890056;8.11038e+06;1.16168e+07;1.79991;27.1823;29,254533509524208;2,071673856283796;27,182859653237777;0.271823;29,254781296380866;2,0716736686368336;27,183107627728145;644,5061167343309;120,7611297584363;320,22273620880526;2026726,4666722794;3597418,9877764694;2575,05378191869;787,2399636980239;10329,537818761713;130,37889048302486;1710,744054934035;1;0,01;0,7000000000000001;1,8
11345557,218161369;7107670,850168849;8.19482e+06;1.16166e+07;1.99991;27.1838;29,45603296616184;2,2716973184893203;27,184335647669783;0.271838;29,45621820803501;2,2716971505388055;27,184521057478804;624,1460340489919;126,94258737748976;294,43569903159784;2029468,8719463416;3473675,975696329;2706,864289584148;830,2603620309901;9935,336091084253;130,5553088417756;1562,304879210294;1;0,01;0,7000000000000001;2,0
